higherClassification;order;family;canonicalName;threatStatus
Invertebrados Marinhos;Actiniaria;Actiniidae;Condylactis gigantea;Em Perigo (EN)
Invertebrados Terrestres;Amblypygi;Charinidae;Charinus acaraje;Vulnerável (VU)
Invertebrados Terrestres;Amblypygi;Charinidae;Charinus asturius;Em Perigo (EN)
Invertebrados Terrestres;Amblypygi;Charinidae;Charinus caatingae;Criticamente em Perigo (CR)
Invertebrados Terrestres;Amblypygi;Charinidae;Charinus eleonorae;Em Perigo (EN)
Invertebrados Terrestres;Amblypygi;Charinidae;Charinus ferreus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Amblypygi;Charinidae;Charinus potiguar;Vulnerável (VU)
Invertebrados Terrestres;Amblypygi;Charinidae;Charinus spelaeus;Vulnerável (VU)
Invertebrados Terrestres;Amblypygi;Charinidae;Charinus taboa;Criticamente em Perigo (CR)
Invertebrados Terrestres;Amblypygi;Charinidae;Charinus troglobius;Em Perigo (EN)
Invertebrados de Água Doce;Amphipoda;Artesiidae;Spelaeogammarus bahiensis;Vulnerável (VU)
Invertebrados de Água Doce;Amphipoda;Artesiidae;Spelaeogammarus sanctus;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Amphipoda;Artesiidae;Spelaeogammarus santanensis;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Amphipoda;Artesiidae;Spelaeogammarus spinilacertus;Em Perigo (EN)
Invertebrados de Água Doce;Amphipoda;Artesiidae;Spelaeogammarus titan;Criticamente em Perigo (CR)
Invertebrados de Água Doce ;Amphipoda;Artesiidae;Spelaeogammarus trajanoae;Em Perigo (EN)
Invertebrados de Água Doce;Amphipoda;Bogidiellidae;Megagidiella azul;Vulnerável (VU)
Invertebrados de Água Doce;Amphipoda;Dogielinotidae;Hyalella caeca;Vulnerável (VU)
Invertebrados de Água Doce;Amphipoda;Hyalellidae;Hyalella epikarstica;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Amphipoda;Hyalellidae;Hyalella formosa;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Amphipoda;Hyalellidae;Hyalella imbya;Criticamente em Perigo (CR)(PEX)
Invertebrados de Água Doce;Amphipoda;Hyalellidae;Hyalella veredae;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Amphipoda;Mesogammaridae;Potiberaba porakuara;Vulnerável (VU)
Invertebrados de Água Doce;Amphipoda;Sebidae;Seborgia potiguar;Criticamente em Perigo (CR)
Invertebrados Marinhos;Anthoathecata;Milleporidae;Millepora laboreli;Vulnerável (VU)
Invertebrados Marinhos;Apodida;Synaptidae;Synaptula secreta;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Caponiidae;Carajas paraua;Em Perigo (EN)
Invertebrados Terrestres;Araneae;Caponiidae;Tisentnops onix;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Corinnidae;Ianduba paubrasil;Em Perigo (EN)
Invertebrados Terrestres;Araneae;Ctenidae;Celaetycheus mungunza;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Ctenidae;Isoctenus corymbus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Dipluridae;Harmonicon cerberus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Drymusidae;Drymusa spelunca;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Gnaphosidae;Brasilomma enigmatica;Em Perigo (EN)
Invertebrados Terrestres;Araneae;Gnaphosidae;Tricongius ybyguara;Vulnerável (VU)
Invertebrados Terrestres;Araneae;Ochyroceratidae;Ochyrocera ibitipoca;Em Perigo (EN)
Invertebrados Terrestres;Araneae;Ochyroceratidae;Speocera eleonorae;Em Perigo (EN)
Invertebrados Terrestres;Araneae;Pholcidae;Metagonia diamantina;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Pholcidae;Metagonia potiguar;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Salticidae;Matagaia chromatopus;Vulnerável (VU)
Invertebrados Terrestres;Araneae;Salticidae;Neonella noronha;Vulnerável (VU)
Invertebrados Terrestres;Araneae;Segestriidae;Ariadna aurea;Vulnerável (VU)
Invertebrados Terrestres;Araneae;Sicariidae;Loxosceles troglobia;Vulnerável (VU)
Invertebrados Terrestres;Araneae;Theraphosidae;Dolichothele diamantinensis;Em Perigo (EN)
Invertebrados Terrestres;Araneae;Theraphosidae;Pterinopelma sazimai;Vulnerável (VU)
Invertebrados Terrestres;Araneae;Theraphosidae;Tmesiphantes hypogeus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Theraphosidae;Typhochlaena curumim;Criticamente em Perigo (CR)
Invertebrados Terrestres;Araneae;Theraphosidae;Typhochlaena seladonia;Em Perigo (EN)
Invertebrados Terrestres;Araneae;Theraphosidae;Ybyrapora diversipes;Em Perigo (EN)
Invertebrados Terrestres;Araneae;Theraphosidae;Ybyrapora gamba;Criticamente Em Perigo (CR)
Invertebrados Terrestres;Blattodea;Blattellidae;Litoblatta camargoi;Em Perigo (EN)
Invertebrados Terrestres;Caenogastropoda;Ampullariidae;Pomacea sordida;Em Perigo (EN)
Invertebrados Terrestres;Caenogastropoda;Hydrobiidae;Potamolithus karsticus;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Caenogastropoda;Hydrobiidae;Potamolithus troglobius;Criticamente em Perigo (CR)
Invertebrados Marinhos;Camarodonta;Toxopneustidae;Lytechinus variegatus;Vulnerável (VU)
Invertebrados Marinhos;Cassiduloida;Cassidulidae;Cassidulus mitis;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium amazonicus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium bezerra;Dados Insuficientes (DD)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium caatinga;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium cessaima;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium formoso;Criticamente em Perigo (CR)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium pains;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium ricardoi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium spinifemur;Criticamente em Perigo (CR)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium tapiaguassu;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Carabidae;Coarazuphium tessai;Criticamente em Perigo (CR)
Invertebrados Terrestres;Coleoptera;Carabidae;Schizogenius ocellatus;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Cerambycidae;Hypocephalus armatus;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Ciidae;Ceracis cassumbensis;Em Perigo (EN)
Invertebrados de Água Doce;Coleoptera;Dytiscidae;Copelatus cessaima;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Lampyridae;Amydetes bellorum;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Lucanidae;Altitatiayus campoi;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Lucanidae;Altitatiayus dulceae;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Lucanidae;Altitatiayus godinhorum;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Lucanidae;Altitatiayus koikei;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Lucanidae;Altitatiayus rotundatus;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Lucanidae;Altitatiayus ruficollis;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Lucanidae;Altitatiayus trifurcatus;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Lycidae;Cartagonum apiuba;Criticamente em Perigo (CR)
Invertebrados Terrestres;Coleoptera;Lycidae;Lycomorphon brasiliense;Criticamente em Perigo (CR)
Invertebrados Terrestres;Coleoptera;Scarabaeidae;Ateuchus squalidus;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Scarabaeidae;Canthon corpulentus;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Scarabaeidae;Canthon quadripunctatus;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Scarabaeidae;Dichotomius eucranioides;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Scarabaeidae;Dichotomius mysticus;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Scarabaeidae;Dichotomius schiffleri;Em Perigo (EN)
Invertebrados Terrestres;Coleoptera;Scarabaeidae;Pedaridium hirsutum;Vulnerável (VU)
Invertebrados Terrestres;Coleoptera;Staphylinidae;Metopiellus painensis;Em Perigo (EN)
Invertebrados Terrestres;Collembola;Arrhopalitidae;Arrhopalites amorimi;Vulnerável (VU)
Invertebrados Terrestres;Collembola;Arrhopalitidae;Arrhopalites glabrofasciatus;Em Perigo (EN)
Invertebrados Terrestres;Collembola;Entomobryidae;Pseudosinella ambigua;Vulnerável (VU)
Invertebrados Terrestres;Collembola;Entomobryidae;Pseudosinella guanhaensis;Criticamente em Perigo (CR)
Invertebrados Terrestres;Collembola;Isotomidae;Archisotoma arariboia;Criticamente em Perigo (CR)
Invertebrados Terrestres;Collembola;Paronellidae;Troglobius brasiliensis;Criticamente em Perigo (CR)
Invertebrados Terrestres;Collembola;Paronellidae;Troglobius ferroicus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Collembola;Paronellidae;Trogolaphysa aelleni;Criticamente em Perigo (CR)
Invertebrados Terrestres;Collembola;Paronellidae;Trogolaphysa hauseri;Dados Insuficientes (DD)
Invertebrados Terrestres;Collembola;Sminthuridae;Pararrhopalites papaveroi;Em Perigo (EN)
Invertebrados Terrestres;Collembola;Sminthuridae;Pararrhopalites sideroicus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Collembola;Sminthuridae;Pararrhopalites ubiquum;Vulnerável (VU)
Invertebrados Terrestres;Collembola;Sminthuridae;Pararrhopalites wallacei;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla brevipalma;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla camargoi;Em Perigo (EN)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla cavernicola;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla charon;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla franca;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla grisella;Menos Preocupante (LC)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla inconspicua;Vulnerável (VU)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla inermis;Em Perigo (EN)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla itacolomiensis;Em Perigo (EN)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla lata;Menos Preocupante (LC)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla leachi;Em Perigo (EN)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla leptochela;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla leptodactyla;Vulnerável (VU)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla ligulata;Menos Preocupante (LC)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla manuinflata;Em Perigo (EN)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla microphthalma;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla oblata;Em Perigo (EN)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla obstipa;Em Perigo (EN)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla perobae;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla plana;Menos Preocupante (LC)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla pomerana;Menos Preocupante (LC)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla renana;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla rossiana;Menos Preocupante (LC)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla spinipalma;Dados Insuficientes (DD)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla spinosa;Menos Preocupante (LC)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla strinatii;Menos Preocupante (LC)
Invertebrados de Água Doce;Decapoda;Aeglidae;Aegla violacea;Em Perigo (EN)
Invertebrados Marinhos;Decapoda;Gecarcinidae;Cardisoma guanhumi;Vulnerável (VU)
Invertebrados Marinhos;Decapoda;Gecarcinidae;Johngarthia lagostoma;Em Perigo (EN)
Invertebrados Terrestres;Diplura;Campodeidae;Oncinocampa trajanoae;Criticamente em Perigo (CR)
Invertebrados Marinhos;Enteropneusta;Spengelidae;Willeya loya;Criticamente em Perigo (CR)
Invertebrados Terrestres;Entomobryomorpha;Entomobryidae;Seira arenicola;Em Perigo (EN)
Invertebrados Terrestres;Entomobryomorpha;Entomobryidae;Seira mataraquensis;Em Perigo (EN)
Invertebrados Terrestres;Entomobryomorpha;Entomobryidae;Seira musarum;Vulnerável (VU)
Invertebrados Terrestres;Entomobryomorpha;Entomobryidae;Seira pseudoannulata;Em Perigo (EN)
Invertebrados Terrestres;Entomobryomorpha;Isotomidae;Archisotoma catiae;Criticamente em Perigo (CR)
Invertebrados Terrestres;Entomobryomorpha;Isotomidae;Arlea arenicola;Criticamente em Perigo (CR)
Invertebrados Terrestres;Entomobryomorpha;Isotomidae;Arlea psammophila;Criticamente em Perigo (CR)
Invertebrados Terrestres;Entomobryomorpha;Isotomidae;Isotomiella uai;Vulnerável (VU)
Invertebrados Terrestres;Entomobryomorpha;Isotomidae;Isotomodes cariocus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Entomobryomorpha;Isotomidae;Isotomurus riparius;Criticamente em Perigo (CR)
Invertebrados Terrestres;Entomobryomorpha;Isotomidae;Paracerura gandarela;Vulnerável (VU)
Invertebrados Terrestres;Entomobryomorpha;Isotomidae;Psammisotoma restingae;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Ephemeroptera;Baetidae;Adebrotus lugoi;Vulnerável (VU)
Invertebrados de Água Doce;Ephemeroptera;Baetidae;Baetodes capixaba;Menos Preocupante (LC)
Invertebrados de Água Doce;Ephemeroptera;Baetidae;Baetodes iuaquita;Menos Preocupante (LC)
Invertebrados de Água Doce;Ephemeroptera;Baetidae;Camelobaetidius juparana;Vulnerável (VU)
Invertebrados de Água Doce;Ephemeroptera;Baetidae;Camelobaetidius maranhensis;Vulnerável (VU)
Invertebrados de Água Doce;Ephemeroptera;Baetidae;Camelobaetidius spinosus;Vulnerável (VU)
Invertebrados de Água Doce;Ephemeroptera;Baetidae;Camelobaetidius yacutinga;Menos Preocupante (LC)
Invertebrados de Água Doce;Ephemeroptera;Leptophlebiidae;Hermanella amere;Em Perigo (EN)
Invertebrados de Água Doce;Ephemeroptera;Leptophlebiidae;Hermanella mazama;Menos Preocupante (LC)
Invertebrados de Água Doce;Ephemeroptera;Leptophlebiidae;Hermanella nigra;Vulnerável (VU)
Invertebrados de Água Doce;Ephemeroptera;Leptophlebiidae;Simothraulopsis eurybasis;Vulnerável (VU)
Invertebrados Marinhos;Eunicida;Eunicidae;Eunice sebastiani;Em Perigo (EN)
Invertebrados Marinhos;Eunicida;Onuphidae;Diopatra cuprea;Vulnerável (VU)
Invertebrados Terrestres;Euonychophora;Peripatidae;Epiperipatus adenocryptus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Euonychophora;Peripatidae;Epiperipatus diadenoproctus;Vulnerável (VU)
Invertebrados Terrestres;Euonychophora;Peripatidae;Epiperipatus ohausi;Em Perigo (EN)
Invertebrados Terrestres;Euonychophora;Peripatidae;Epiperipatus paurognostus;Criticamente em Perigo (CR)
Invertebrados Marinhos;Forcipulatida;Asteriidae;Coscinasterias tenuispina;Vulnerável (VU)
Invertebrados Terrestres;Glomeridesmida;Glomerodesmidae;Glomeridesmus spelaeus;Em Perigo (EN)
Invertebrados Terrestres;Gymnomorpha;Veronicellidae;Phyllocaulis renschi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Haplotaxida;Glossoscolecidae;Fimoscolex sporadochaetus;Em Perigo (EN)
Invertebrados Terrestres;Hemiptera;Cixiidae;Ferricixius davidi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Hemiptera;Kinnaridae;Iuiuia caeca;Vulnerável (VU)
Invertebrados Terrestres;Hemiptera;Kinnaridae;Kinnapotiguara troglobia;Vulnerável (VU)
Invertebrados Terrestres;Hymenoptera;Andrenidae;Arhysosage cactorum;Vulnerável (VU)
Invertebrados Terrestres;Hymenoptera;Apidae;Melipona capixaba;Em Perigo (EN)
Invertebrados Terrestres;Hymenoptera;Apidae;Melipona rufiventris;Em Perigo (EN)
Invertebrados Terrestres;Hymenoptera;Apidae;Melipona scutellaris;Em Perigo (EN)
Invertebrados Terrestres;Hymenoptera;Apidae;Partamona littoralis;Em Perigo (EN)
Invertebrados Terrestres;Hymenoptera;Formicidae;Anochetus oriens;Menos Preocupante (LC)
Invertebrados Terrestres;Hymenoptera;Formicidae;Atta robusta;Vulnerável (VU)
Invertebrados Terrestres;Hymenoptera;Formicidae;Brachymyrmex micromegas;Vulnerável (VU)
Invertebrados Terrestres;Hymenoptera;Formicidae;Diaphoromyrma sofiae;Em Perigo (EN)
Invertebrados Terrestres;Hymenoptera;Formicidae;Dinoponera lucida;Em Perigo (EN)
Invertebrados Terrestres;Hymenoptera;Formicidae;Fulakora cleae;Criticamente em Perigo (CR)
Invertebrados Terrestres;Hymenoptera;Formicidae;Gnamptogenys wilsoni;Em Perigo (EN)
Invertebrados Terrestres;Hymenoptera;Formicidae;Lachnomyrmex nordestinus;Menos Preocupante (LC)
Invertebrados Terrestres;Hymenoptera;Formicidae;Monomorium delabiei;Vulnerável (VU)
Invertebrados Terrestres;Hymenoptera;Formicidae;Mycetagroicus urbanus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Hymenoptera;Formicidae;Mycetomoellerius atlanticus;Vulnerável (VU)
Invertebrados Terrestres;Hymenoptera;Formicidae;Mycetophylax simplex;Vulnerável (VU)
Invertebrados Terrestres;Hymenoptera;Formicidae;Rhopalothrix plaumanni;Em Perigo (EN)
Invertebrados de Água Doce;Isopoda;Brasileirinidae;Brasileirinho cavaticus;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Isopoda;Calabozoidae;Pongycarcinia xiphidiourus;Em Perigo (EN)
Invertebrados Terrestres;Isopoda;Pudeoniscidae;Iansaoniscus georginae;Criticamente em Perigo (CR)
Invertebrados Terrestres;Isopoda;Pudeoniscidae;Iansaoniscus iraquara;Criticamente em Perigo (CR)
Invertebrados Terrestres;Isopoda;Scleropactidae;Amazoniscus leistikowi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Isopoda;Scleropactidae;Circoniscus buckupi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Isopoda;Scleropactidae;Circoniscus carajasensis;Em Perigo (EN)
Invertebrados Terrestres;Isopoda;Styloniscidae;Iuiuniscus iuiuensis;Vulnerável (VU)
Invertebrados Terrestres;Isopoda;Styloniscidae;Spelunconiscus castroi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Isopoda;Styloniscidae;Xangoniscus aganju;Em Perigo (EN)
Invertebrados Terrestres;Isopoda;Styloniscidae;Xangoniscus itacarambiensis;Criticamente em Perigo (CR)
Invertebrados Terrestres;Isopoda;Styloniscidae;Xangoniscus odara;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Crambidae;Parapoynx restingalis;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Hesperiidae;Drephalys miersi;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Hesperiidae;Drephalys mourei;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Hesperiidae;Olafia roscius iphimedia;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Hesperiidae;Parelbella polyzona;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Hesperiidae;Pseudocroniades machaon seabrai;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Hesperiidae;Turmosa camposa;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Hesperiidae;Zonia zonia diabo;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Lycaenidae;Arawacus aethesa;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Lycaenidae;Magnastigma julia;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Lycaenidae;Strymon ohausi;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Actinote quadra;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Actinote zikani;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Adelpha atlantica;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Dasyophthalma geraensis;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Dasyophthalma rusina delanira;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Dasyophthalma vertebralis;Criticamente em Perigo (CR)(PEX)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Doxocopa zalmunna;Criticamente em Perigo (CR)(PEX)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Episcada vitrea;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Eresia erysice erysice;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Euptychia boulleti;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Forsterinaria itatiaia;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Hamadryas velutina browni;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Heliconius nattereri;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Hyalyris fiammetta;Criticamente em Perigo (CR)(PEX)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Hyalyris leptalina leptalina;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Mcclungia cymo fallens;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Melinaea mnasias thera;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Morpho epistrophus nikolajewna;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Morpho menelaus eberti;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Napeogenes rhezia rhezia;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Orobrassolis ornamentalis;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Pampasatyrus glaucope boenninghauseni;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Pampasatyrus glaucope eberti;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Pampasatyrus glaucope glaucope;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Pampasatyrus gyrtone;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Pampasatyrus reticulata gagarini;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Paulogramma hydarnis;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Polygrapha suprema;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Praepedaliodes sequeirae;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Prepona deiphile;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Scada karschina delicata;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Tithorea harmonia caissara;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Nymphalidae;Yphthimoides iserhardi;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Heraclides himeros baia;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Heraclides himeros himeros;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Mimoides lysithous harrisianus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Mimoides lysithous sebastianus;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Parides ascanius;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Parides bunichus chamissonia;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Parides burchellanus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Parides klagesi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Parides panthonus castilhoi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Papilionidae;Parides tros danunciae;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Pieridae;Charonias theano;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Pieridae;Cunizza hirlanda fulvinota;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Pieridae;Cunizza hirlanda planasia;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Pieridae;Glennia pylotis;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Pieridae;Moschoneura pinthous methymna;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Pieridae;Perrhybris pamela flava;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Riodinidae;Joiceya praeclarus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Riodinidae;Panara ovifera;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Riodinidae;Petrocerus catiena;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Riodinidae;Rhetus belphegor;Criticamente em Perigo (CR)
Invertebrados Terrestres;Lepidoptera;Riodinidae;Voltinia sanarita;Em Perigo (EN)
Invertebrados Terrestres;Lepidoptera;Saturniidae;Dirphia monticola;Vulnerável (VU)
Invertebrados Terrestres;Lepidoptera;Sphingidae;Aleuron prominens;Menos Preocupante (LC)
Invertebrados Terrestres;Lepidoptera;Sphingidae;Aleuron ypanemae;Menos Preocupante (LC)
Invertebrados Terrestres;Lepidoptera;Sphingidae;Nyceryx mielkei;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Littorinimorpha;Pomatiopsidae;Spiripockia punctata;Criticamente em Perigo (CR)
Invertebrados Marinhos;Littorinimorpha;Strombidae;Eustrombus goliath;Vulnerável (VU)
Invertebrados Marinhos;Littorinimorpha;Strombidae;Lobatus costatus;Vulnerável (VU)
Invertebrados Marinhos;Littorinimorpha;Vermetidae;Petaloconchus myrakeenae;Vulnerável (VU)
Invertebrados Marinhos;Neogastropoda;Olividae;Olivancillaria contortuplicata;Dados Insuficientes (DD)
Invertebrados Marinhos;Neogastropoda;Olividae;Olivancillaria teaguei;Dados Insuficientes (DD)
Invertebrados de Água Doce;Odonata;Aeshnidae;Castoraeschna januaria;Vulnerável (VU)
Invertebrados de Água Doce;Odonata;Aeshnidae;Rhionaeschna eduardoi;Em Perigo (EN)
Invertebrados de Água Doce;Odonata;Coenagrionidae;Homeoura lindneri;Vulnerável (VU)
